game,word,score,fallback
577,boggy,4,False
578,bogie,3,False
579,bogle,3,False
580,bogus,3,False
581,boire,4,False
582,boise,5,False
583,bolti,4,False
584,bolus,4,False
585,bonds,3,False
586,boned,3,False
587,boner,4,False
588,bones,5,False
589,bongo,4,False
590,bonis,4,False
591,bonne,6,False
592,bonny,5,False
593,bonos,5,False
594,bonum,4,False
595,bonus,5,False
596,bonze,5,False
597,booby,8,False
598,books,6,False
599,boole,4,False
600,booly,5,False
601,boone,7,False
602,boost,5,False
603,booth,4,False
604,boots,7,False
605,booty,6,False
606,booze,7,False
607,boozy,7,False
608,borax,4,False
609,bored,4,False
610,borer,7,False
611,boric,2,False
612,borne,4,False
613,borns,4,False
614,boron,4,False
615,bosky,4,False
616,bosom,5,False
617,boson,6,False
618,bossy,5,False
619,botch,3,False
620,bothy,3,False
621,botte,6,False
622,bouge,4,False
623,bough,3,False
624,bound,4,False
625,bourn,4,False
626,bouse,5,False
627,bovid,3,False
628,bowed,5,False
629,bowel,5,False
630,bower,5,False
631,bowie,4,False
632,bowls,5,False
633,boxed,6,False
634,boxer,6,False
635,boxes,6,False
636,boyar,5,False
637,boyne,5,False
638,brace,2,False
639,bract,3,False
640,bragg,4,False
641,bragi,3,False
642,brahm,3,False
643,braid,2,False
644,brain,3,False
645,brake,3,False
646,braky,4,False
647,brama,7,False
648,brand,3,False
649,brank,3,False
650,brant,4,False
651,brash,2,False
652,brass,8,False
653,brave,4,False
654,bravo,5,False
655,brawl,6,False
656,brawn,4,False
657,braze,5,False
658,bread,3,False
659,break,4,False
660,bream,4,False
661,breed,5,False
662,brett,4,False
663,breve,5,False
664,brian,3,False
665,briar,4,False
666,bribe,5,False
667,brick,2,False
668,bride,3,False
669,brief,3,False
670,brier,4,False
671,brill,4,False
672,brine,4,False
673,bring,4,False
674,brink,4,False
675,briny,5,False
676,brisk,5,False
677,broad,3,False
678,broil,3,False
679,broke,4,False
680,brome,5,False
681,bronx,5,False
682,brood,4,False
683,brook,5,False
684,broom,6,False
685,broth,3,False
686,brown,5,False
687,brows,5,False
688,brrok,5,False
689,bruce,2,False
690,bruin,4,False
691,bruit,5,False
692,brunt,5,False
693,brush,4,False
694,brute,5,False
695,bryon,5,False
696,bryum,4,False
697,buddy,4,False
698,budge,3,False
699,bueno,4,False
700,buffo,3,False
701,buggy,4,False
702,bugle,4,False
703,build,4,False
704,built,5,False
705,bulge,4,False
706,bulky,5,False
707,bulla,3,False
708,bulls,5,False
709,bully,6,False
710,bumps,4,False
711,bumpy,5,False
712,bunas,3,False
713,bunch,4,False
714,bunco,3,False
715,bunko,4,False
716,bunny,5,False
717,burgh,4,False
718,burin,4,False
719,burke,4,False
720,burly,6,False
721,burnt,5,False
722,burro,5,False
723,bursa,4,False
724,burst,4,False
725,busby,5,False
726,busch,5,False
727,bushy,3,False
728,butch,4,False
729,butea,4,False
730,buteo,4,False
731,butte,5,False
732,butut,5,False
733,butyl,5,False
734,buxom,5,False
735,buxus,4,False
736,buyer,4,False
737,bylaw,4,False
738,byron,6,False
739,byssa,4,False
740,byway,5,False
741,cabal,3,False
742,caber,3,False
743,cabin,2,False
744,cable,2,False
745,cacao,6,False
746,cache,4,False
747,cachi,3,False
748,cacus,5,False
749,caddo,5,False
750,caddy,5,False
751,cader,3,False
752,cadet,4,False
753,cadge,3,False
754,cadit,3,False
755,cadiz,4,False
756,cadra,5,False
757,cadre,4,False
758,caeca,3,False
759,caelo,3,False
760,caeur,4,False
761,cagey,4,False
762,cahot,3,False
763,cairn,4,False
764,cairo,4,False
765,cajun,4,False
766,cakes,5,False
767,calbe,3,False
768,calla,6,False
769,calls,5,False
770,calms,5,False
771,calva,6,False
772,calve,4,False
773,calyx,7,False
774,camas,4,False
775,camel,3,False
776,cameo,4,False
777,cando,3,False
778,canal,3,False
779,canas,4,False
780,candy,4,False
781,canis,4,False
782,canna,4,False
783,canny,5,False
784,canoe,4,False
785,canon,5,False
786,canst,4,False
787,canto,4,False
788,canty,5,False
789,caper,6,False
790,capit,5,False
791,capon,4,False
792,capra,4,False
793,capri,5,False
794,caput,5,False
795,carat,5,False
796,cards,5,False
797,cares,6,False
798,caret,7,False
799,carex,8,False
800,cargo,3,False
801,carib,3,False
802,carle,4,False
803,carob,3,False
804,carol,4,False
805,carom,5,False
806,carpe,4,False
807,carre,7,False
808,carry,6,False
809,carta,6,False
810,carte,5,False
811,carum,4,False
812,carve,6,False
813,carya,6,False
814,carys,5,False
815,cased,3,False
816,caste,5,False
817,casus,6,False
818,catch,8,False
819,cater,7,False
820,cates,7,False
821,catty,5,False
822,cauda,4,False
823,caulk,4,False
824,causa,5,False
825,cause,6,False
826,cavia,5,False
827,cavil,4,False
828,cdrom,3,False
829,cease,2,False
830,cebus,3,False
831,cecal,4,False
832,cecum,4,False
833,cedar,3,False
834,ceiba,2,False
835,ceibo,2,False
836,cello,5,False
837,celom,3,False
838,celui,4,False
839,cento,4,False
840,ceras,4,False
841,ceres,4,False
842,ceric,6,False
843,cerni,3,False
844,certa,3,False
845,chafe,2,False
846,chaff,5,False
847,chain,3,False
848,chair,3,False
849,chait,4,False
850,chaja,8,False
851,chalk,4,False
852,champ,6,False
853,chant,4,False
854,chaos,7,False
855,chaps,7,False
856,chara,6,False
857,chard,2,False
858,charm,3,False
859,chart,4,False
860,chary,5,False
861,chase,3,False
862,chasm,7,False
863,cheap,4,False
864,cheat,5,False
865,check,2,False
866,cheek,4,False
867,cheep,5,False
868,cheer,4,False
869,chela,3,False
870,chere,6,False
871,chert,3,False
872,chess,5,False
873,chest,4,False
874,chewa,4,False
875,chewy,6,False
876,chian,2,False
877,chick,3,False
878,chide,2,False
879,chief,3,False
880,chien,4,False
881,child,2,False
882,chile,3,False
883,chili,3,False
884,chill,4,False
885,chime,4,False
886,china,3,False
887,chine,5,False
888,chink,3,False
889,chino,4,False
890,chios,5,False
891,chips,5,False
892,chirp,4,False
893,chirr,5,False
894,chloe,4,False
895,chock,4,False
896,choir,3,False
897,choix,4,False
898,choke,3,False
899,choky,4,False
900,chomp,3,False
901,chops,4,False
902,chord,3,False
903,chore,4,False
904,chose,5,False
905,choux,5,False
906,chuck,4,False
907,chufa,3,False
908,chuff,5,False
909,chump,4,False
910,chunk,4,False
911,churl,3,False
912,churn,5,False
913,churr,6,False
914,chute,5,False
915,chyle,4,False
916,chyme,5,False
917,cicer,4,False
918,cider,3,False
919,cigar,3,False
920,cigit,4,False
921,cilia,3,False
922,cimex,3,False
923,cinch,6,False
924,circa,3,False
925,circe,5,False
926,cisco,4,False
927,civet,4,False
928,civic,6,False
929,civil,5,False
930,civis,6,False
931,clack,5,False
932,clade,2,False
933,claim,4,False
934,clamp,4,False
935,clang,3,False
936,clank,4,False
937,claro,3,False
938,clary,5,False
939,clash,2,False
940,clasp,5,False
941,class,7,False
942,claws,6,False
943,clean,3,False
944,clear,4,False
945,cleat,5,False
946,cleft,3,False
947,clepe,5,False
948,clerk,4,False
949,clich,3,False
950,click,4,False
951,cliff,4,False
952,climb,2,False
953,clime,3,False
954,cline,3,False
955,cling,3,False
956,clink,4,False
957,cloak,3,False
958,clock,4,False
959,clone,4,False
960,close,4,False
961,cloth,3,False
962,cloud,4,False
963,clout,5,False
964,clove,5,False
965,clown,4,False
966,cluck,5,False
967,clump,3,False
968,coach,5,False
969,coaid,2,False
970,coals,3,False
971,coast,4,False
972,coati,3,False
973,coats,4,False
974,cobia,3,False
975,coble,2,False
976,cobol,3,False
977,cobra,3,False
978,cocka,4,False
979,cocky,4,False
980,cocoa,5,False
981,cocos,6,False
982,cocus,5,False
983,codem,3,False
984,codex,4,False
985,codon,4,False
986,coelo,4,False
987,coeur,4,False
988,cohue,3,False
989,coign,3,False
990,coins,4,False
991,coles,4,False
992,colic,4,False
993,colon,5,False
994,color,4,False
995,colza,4,False
996,comae,4,False
997,combe,3,False
998,combo,3,False
999,comer,3,False
1000,comes,4,False
1001,comet,5,False
1002,comic,6,False
1003,comma,6,False
1004,comme,5,False
1005,comon,6,False
1006,compo,5,False
1007,compt,5,False
1008,conch,6,False
1009,coney,3,False
1010,conga,3,False
1011,conge,3,False
1012,congo,4,False
1013,conic,6,False
1014,connu,5,False
1015,conoy,5,False
1016,conte,4,False
1017,conto,5,False
1018,cooks,4,False
1019,cooky,6,False
1020,coold,4,False
1021,cooly,7,False
1022,coons,5,False
1023,copal,4,False
1024,coper,4,False
1025,copia,4,False
1026,copra,4,False
1027,copse,4,False
1028,coral,5,False
1029,coram,4,False
1030,corda,4,False
1031,cords,3,False
1032,corgi,3,False
1033,corno,5,False
1034,cornu,4,False
1035,corps,3,False
1036,corse,5,False
1037,corso,4,False
1038,corto,5,False
1039,cosey,5,False
1040,costa,5,False
1041,costs,5,False
1042,cotta,6,False
1043,couch,6,False
1044,cough,2,False
1045,could,3,False
1046,count,4,False
1047,coupe,5,False
1048,court,5,False
1049,coute,4,False
1050,couth,3,False
1051,coven,3,False
1052,cover,5,False
1053,covet,5,False
1054,covey,6,False
1055,covin,4,False
1056,cower,6,False
1057,coyly,7,False
1058,coyol,7,False
1059,coypu,5,False
1060,cozen,4,False
1061,crabs,2,False
1062,crack,6,False
1063,craft,4,False
1064,craig,3,False
1065,crake,3,False
1066,cramp,5,False
1067,crane,4,False
1068,crank,4,False
1069,crape,5,False
1070,craps,6,False
1071,crash,3,False
1072,crass,6,False
1073,crate,6,False
1074,crave,7,False
1075,crawl,4,False
1076,craze,8,False
1077,crazy,7,False
1078,creak,4,False
1079,cream,5,False
1080,creat,6,False
1081,crecy,5,False
1082,crede,4,False
1083,credo,3,False
1084,creed,5,False
1085,creek,5,False
1086,creel,5,False
1087,creep,6,False
1088,creme,5,False
1089,crepe,6,False
1090,cress,6,False
1091,crest,4,False
1092,crete,4,False
1093,crick,5,False
1094,crier,3,False
1095,crime,4,False
1096,crimp,3,False
1097,crisp,4,False
1098,crith,3,False
1099,crius,4,False
1100,croak,4,False
1101,croat,4,False
1102,crock,5,False
1103,croft,3,False
1104,crone,5,False
1105,crony,7,False
1106,crook,5,False
1107,croon,6,False
1108,crore,5,False
1109,cross,7,False
1110,croup,4,False
1111,crowd,3,False
1112,crown,6,False
1113,crows,7,False
1114,crude,4,False
1115,cruel,4,False
1116,cruet,5,False
1117,crumb,3,False
1118,crump,4,False
1119,cruse,5,False
1120,crush,3,False
1121,crust,4,False
1122,crypt,4,False
1123,csako,4,False
1124,ctene,4,False
1125,cuban,3,False
1126,cubby,3,False
1127,cubeb,3,False
1128,cubic,4,False
1129,cubit,3,False
1130,cuddy,3,False
1131,culex,4,False
1132,cully,4,False
1133,culpa,4,False
1134,cumin,3,False
1135,cupid,4,False
1136,cuppa,5,False
1137,cured,4,False
1138,curer,4,False
1139,curia,5,False
1140,curie,4,False
1141,curio,3,False
1142,curly,4,False
1143,curry,6,False
1144,cursd,3,False
1145,curse,6,False
1146,curve,5,False
1147,curvy,5,False
1148,cushy,3,False
1149,cutin,4,False
1150,cutch,4,False
1151,cycad,3,False
1152,cycas,5,False
1153,cycle,4,False
1154,cygne,4,False
1155,cynic,4,False
1156,czech,3,False
1157,dabri,3,False
1158,dacca,3,False
1159,dacha,3,False
1160,daddy,5,False
1161,daeva,4,False
1162,daffy,4,False
1163,dagan,4,False
1164,dagda,4,False
1165,dagga,4,False
1166,dagon,3,False
1167,daily,4,False
1168,dairy,4,False
1169,daisy,4,False
1170,dakar,5,False
1171,dalal,5,False
1172,dalea,5,False
1173,dalle,4,False
1174,dally,5,False
1175,dames,4,False
1176,damon,4,False
1177,danae,5,False
1178,dance,2,False
1179,dandi,3,False
1180,dandy,6,False
1181,dante,4,False
1182,daraf,3,False
1183,darby,4,False
1184,darky,4,False
1185,darts,4,False
1186,dated,5,False
1187,datum,4,False
1188,daube,3,False
1189,daunt,4,False
1190,david,6,False
1191,davit,5,False
1192,davus,4,False
1193,dawns,5,False
1194,dazed,8,False
1195,deads,3,False
1196,death,2,False
1197,debar,2,False
1198,debit,2,False
1199,debts,3,False
1200,debut,3,False
1201,decal,2,False
1202,decay,3,False
1203,decet,5,False
1204,decit,3,False
1205,decks,3,False
1206,decoy,4,False
1207,decry,5,False
1208,dedit,5,False
1209,deeds,5,False
1210,defer,4,False
1211,defie,3,False
1212,deify,3,False
1213,deign,3,False
1214,deism,4,False
1215,deist,5,False
1216,deity,4,False
1217,deker,5,False
1218,dekko,4,False
1219,delay,3,False
1220,delft,3,False
1221,delhi,2,False
1222,delta,3,False
1223,delve,4,False
1224,demel,4,False
1225,demon,3,False
1226,demos,4,False
1227,demur,4,False
1228,denim,4,False
1229,dense,5,False
1230,dents,4,False
1231,depee,5,False
1232,depot,4,False
1233,depth,3,False
1234,derby,3,False
1235,derri,4,False
1236,derry,6,False
1237,desto,5,False
1238,detat,5,False
1239,deter,6,False
1240,detox,5,False
1241,detre,5,False
1242,deuce,4,False
1243,devel,4,False
1244,devex,6,False
1245,devil,3,False
1246,devon,4,False
1247,dewan,4,False
1248,dewey,7,False
1249,dhawa,4,False
1250,dheur,3,False
1251,dhobi,2,False
1252,dhole,3,False
1253,dhote,4,False
1254,dhoti,4,False
1255,diana,3,False
1256,diary,4,False
1257,diazo,4,False
1258,dicen,2,False
1259,dicer,3,False
1260,dicis,3,False
1261,dicky,3,False
1262,dicot,3,False
1263,dicta,3,False
1264,dicto,4,False
1265,dictu,4,False
1266,dight,3,False
1267,digit,4,False
1268,dildo,4,False
1269,dilly,5,False
1270,dimer,4,False
1271,dimes,5,False
1272,dimly,4,False
1273,diner,4,False
1274,dingo,3,False
1275,dingy,3,False
1276,dinka,3,False
1277,dinky,4,False
1278,diode,4,False
1279,dioon,3,False
1280,dipus,4,False
1281,dirca,2,False
1282,dirge,4,False
1283,dirty,3,False
1284,disce,3,False
1285,disco,3,False
1286,dishy,3,False
1287,ditch,3,False
1288,ditto,5,False
1289,ditty,5,False
1290,divan,4,False
1291,diver,5,False
1292,dives,5,False
1293,divot,4,False
1294,divvy,6,False
1295,dixie,5,False
1296,dixit,5,False
1297,dizen,5,False
1298,dizzy,7,False
1299,dobra,3,False
1300,doces,3,False
1301,docet,4,False
1302,dodge,4,False
1303,doeil,3,False
1304,doesn,4,False
1305,doggo,4,False
1306,dogie,3,False
1307,dogma,3,False
1308,doily,4,False
1309,doing,3,False
1310,dolce,3,False
1311,dolly,4,False
1312,dolor,4,False
1313,domed,4,False
1314,domum,5,False
1315,donar,4,False
1316,donec,3,False
1317,donee,5,False
1318,donna,4,False
1319,donne,6,False
1320,donor,4,False
1321,dooly,4,False
1322,doors,3,False
1323,doped,4,False
1324,doric,2,False
1325,doris,3,False
1326,dosed,5,False
1327,dotty,5,False
1328,doubt,3,False
1329,dough,2,False
1330,douse,5,False
1331,dover,4,False
1332,doves,5,False
1333,dowdy,5,False
1334,dowel,4,False
1335,dower,5,False
1336,downs,4,False
1337,downy,4,False
1338,dowry,3,False
1339,dowse,5,False
1340,doyen,5,False
1341,dozen,6,False
1342,dphil,3,False
1343,draba,3,False
1344,draco,2,False
1345,draff,4,False
1346,draft,3,False
1347,drain,3,False
1348,drake,3,False
1349,drama,4,False
1350,drame,4,False
1351,drape,5,False
1352,drawl,3,False
1353,drawn,4,False
1354,dread,7,False
1355,dream,5,False
1356,dreck,3,False
1357,dregs,3,False
1358,dress,4,False
1359,dried,4,False
1360,drier,4,False
1361,drift,3,False
1362,drill,6,False
1363,drily,5,False
1364,drink,4,False
1365,drive,4,False
1366,droil,3,False
1367,droit,4,False
1368,drole,3,False
1369,droll,5,False
1370,drone,5,False
1371,drony,4,False
1372,drool,6,False
1373,droop,5,False
1374,dropp,5,False
1375,drops,4,False
1376,dross,5,False
1377,drove,5,False
1378,drown,6,False
1379,drugs,3,False
1380,druid,4,False
1381,drums,4,False
1382,drunk,4,False
1383,drupe,4,False
1384,dryad,6,False
1385,dryas,5,False
1386,dryer,5,False
1387,ducal,3,False
1388,ducat,4,False
1389,duchy,3,False
1390,ducks,3,False
1391,dukes,5,False
1392,dulce,4,False
1393,dulia,4,False
1394,dully,5,False
1395,dulse,4,False
1396,dummy,6,False
1397,dumps,4,False
1398,dumpy,4,False
1399,dunce,4,False
1400,duped,5,False
1401,duple,4,False
1402,dural,4,False
1403,durga,4,False
1404,durio,4,False
1405,durra,4,False
1406,durum,4,False
1407,dusky,4,False
1408,dusty,5,False
1409,dutch,3,False
1410,duval,5,False
1411,dwarf,4,False
1412,dwell,3,False
1413,dyaus,5,False
1414,dying,3,False
1415,dylan,4,False
1416,eager,8,False
1417,eagle,3,False
1418,eagre,4,False
1419,eared,6,False
1420,early,4,False
1421,earth,3,False
1422,easel,6,False
1423,eaten,7,False
1424,eater,7,False
1425,eaves,8,False
1426,eblis,4,False
1427,ebony,4,False
1428,eclat,4,False
1429,edema,5,False
1430,edged,5,False
1431,edger,4,False
1432,edict,4,False
1433,edify,3,False
1434,edile,3,False
1435,educe,4,False
1436,educt,4,False
1437,eerie,5,False
1438,eggar,4,False
1439,egret,5,False
