game,word,score,fallback
333,attar,6,False
334,attic,6,False
335,auden,4,False
336,audio,3,False
337,audit,5,False
338,auger,5,False
339,aught,4,False
340,augur,5,False
341,aurae,4,False
342,aural,6,False
343,aurar,5,False
344,aurea,5,False
345,aures,6,False
346,autre,5,False
347,auxin,4,False
348,avahi,4,False
349,avail,5,True
350,avant,6,True
351,avast,6,True
352,avena,6,False
353,avens,5,False
354,avert,5,False
355,avian,6,False
356,avile,4,False
357,aviso,5,False
358,avoid,3,False
359,avoir,4,False
360,avons,4,False
361,avunt,4,False
362,await,5,True
363,awake,6,False
364,award,5,True
365,aware,7,False
366,awful,4,False
367,awned,3,False
368,axial,5,False
369,axile,5,False
370,axiom,5,False
371,azide,5,False
372,azido,4,False
373,azoic,5,False
374,azote,5,False
375,aztec,5,False
376,azure,6,False
377,bgirl,3,True
378,babar,5,False
379,babel,5,False
380,bacon,3,False
381,badge,3,False
382,badli,3,False
383,badly,4,False
384,bagel,3,False
385,baggy,4,False
386,bairn,4,False
387,baiza,5,False
388,baize,3,False
389,baked,4,False
390,baker,4,False
391,balas,4,False
392,balky,3,False
393,balle,3,False
394,balls,5,False
395,balmy,3,False
396,balsa,4,False
397,banal,5,False
398,banch,3,False
399,banco,3,False
400,bands,3,False
401,bandy,4,False
402,banff,4,False
403,banjo,3,False
404,banns,4,False
405,bantu,6,False
406,barba,4,False
407,barbe,5,False
408,barbu,3,False
409,barde,4,False
410,barge,3,False
411,baric,3,False
412,barky,4,False
413,baron,4,False
414,barry,5,False
415,barye,4,False
416,basal,5,False
417,based,5,False
418,basel,4,False
419,basic,4,False
420,basil,4,False
421,basin,5,False
422,basis,6,False
423,basso,4,False
424,basta,5,False
425,baste,4,False
426,batch,4,False
427,bated,6,False
428,bathe,3,False
429,batik,3,False
430,batis,5,False
431,baton,4,False
432,batta,6,False
433,bavin,6,False
434,bawdy,4,False
435,bayou,5,False
436,beach,1,False
437,beads,3,True
438,beady,4,True
439,beams,4,True
440,beamy,5,True
441,beard,2,True
442,beast,4,True
443,beati,3,True
444,beats,4,True
445,beaut,5,True
446,bebas,3,False
447,bebop,6,True
448,beche,3,False
449,becks,3,False
450,bedel,3,True
451,bedew,4,True
452,bedim,2,True
453,beech,4,True
454,beefy,4,True
455,beery,6,True
456,befit,4,True
457,befog,3,True
458,beget,5,True
459,begin,3,True
460,begum,3,True
461,begun,4,True
462,beige,4,True
463,being,3,True
464,belay,3,False
465,belch,2,True
466,belie,5,True
467,bella,4,False
468,belle,6,True
469,belli,4,True
470,bello,4,True
471,bells,5,True
472,belly,5,True
473,below,4,True
474,belus,4,True
475,bench,3,True
476,benin,4,True
477,bercy,2,True
478,beret,5,True
479,beroe,7,True
480,berry,6,True
481,berth,2,True
482,beryl,5,True
483,beset,5,True
484,besom,4,True
485,besot,5,True
486,beste,6,True
487,betel,6,True
488,betty,6,True
489,bevel,7,True
490,bever,6,True
491,bevue,5,True
492,bezel,8,True
493,bhaga,4,False
494,bhang,3,False
495,bialy,3,True
496,bible,5,False
497,bibos,5,True
498,biddy,4,True
499,bidet,4,False
500,bifid,2,True
501,bight,3,False
502,bigot,4,True
503,bihar,3,False
504,bijou,4,True
505,bilbo,5,True
506,bilge,4,False
507,bilgy,4,True
508,bills,4,True
509,billy,5,True
510,bimbo,6,True
511,binge,5,False
512,bingo,3,True
513,bioko,4,True
514,biont,5,True
515,biota,3,False
516,biped,3,False
517,birch,2,True
518,birds,3,True
519,birth,3,True
520,bison,4,True
521,bitch,3,True
522,biter,4,False
523,bites,5,False
524,bitis,3,True
525,bitty,5,True
526,black,2,True
527,blade,3,False
528,blahs,3,False
529,blain,3,True
530,blame,3,False
531,blanc,3,False
532,bland,3,True
533,blank,3,True
534,blare,4,False
535,blase,5,False
536,blast,4,True
537,blaze,6,False
538,bleak,4,False
539,blear,5,False
540,bleat,6,False
541,bleed,5,False
542,bleep,5,False
543,blend,4,False
544,bless,5,False
545,blest,4,False
546,bligh,2,True
547,blimp,5,True
548,blind,3,True
549,blini,5,True
550,blink,4,True
551,bliss,7,True
552,blitz,6,True
553,bloat,4,False
554,block,3,True
555,blodd,4,True
556,bloke,3,False
557,blond,3,True
558,blood,5,True
559,bloom,5,True
560,blown,4,True
561,blows,4,True
562,blowy,5,True
563,blues,4,False
564,bluff,3,True
565,blunt,4,True
566,blurb,5,True
567,blurt,5,True
568,blush,3,True
569,boann,4,True
570,board,3,True
571,boast,4,True
572,boats,5,True
573,bobby,6,True
574,bocca,4,False
575,bocce,4,False
576,bogey,4,False
577,boggy,4,True
578,bogie,3,False
579,bogle,4,False
580,bogus,3,True
581,boire,4,False
582,boise,5,False
583,bolti,4,True
584,bolus,4,True
585,bonds,3,True
586,boned,3,False
587,boner,4,False
588,bones,5,False
589,bongo,4,True
590,bonis,4,True
591,bonne,5,False
592,bonny,5,True
593,bonos,5,True
594,bonum,4,True
595,bonus,5,True
596,bonze,4,False
597,booby,8,True
598,books,6,True
599,boole,5,False
600,booly,5,True
601,boone,6,False
602,boost,5,True
603,booth,4,True
604,boots,7,True
605,booty,6,True
606,booze,7,False
607,boozy,7,True
608,borax,4,False
609,bored,4,False
610,borer,7,False
611,boric,3,False
612,borne,4,False
613,borns,4,True
614,boron,4,True
615,bosky,4,True
616,bosom,5,True
617,boson,6,True
618,bossy,5,True
619,botch,3,True
620,bothy,3,False
621,botte,6,False
622,bouge,5,False
623,bough,3,True
624,bound,4,True
625,bourn,4,True
626,bouse,5,False
627,bovid,3,True
628,bowed,5,False
629,bowel,5,False
630,bower,6,False
631,bowie,4,False
632,bowls,5,True
633,boxed,6,False
634,boxer,6,False
635,boxes,7,False
636,boyar,5,False
637,boyne,5,False
638,brace,3,False
639,bract,3,True
640,bragg,4,True
641,bragi,3,True
642,brahm,4,False
643,braid,2,True
644,brain,3,True
645,brake,3,False
646,braky,4,True
647,brama,7,True
648,brand,3,True
649,brank,3,True
650,brant,4,True
651,brash,2,True
652,brass,8,True
653,brave,4,False
654,bravo,5,True
655,brawl,6,True
656,brawn,4,True
657,braze,5,False
658,bread,4,False
659,break,4,False
660,bream,5,False
661,breed,5,False
662,brett,5,False
663,breve,4,False
664,brian,4,False
665,briar,5,False
666,bribe,3,False
667,brick,2,True
668,bride,3,False
669,brief,4,False
670,brier,5,False
671,brill,4,True
672,brine,4,False
673,bring,4,True
674,brink,4,True
675,briny,5,True
676,brisk,5,True
677,broad,3,False
678,broil,3,True
679,broke,4,False
680,brome,3,False
681,bronx,5,True
682,brood,4,True
683,brook,5,True
684,broom,6,True
685,broth,3,True
686,brown,5,True
687,brows,5,True
688,brrok,5,True
689,bruce,3,False
690,bruin,4,True
691,bruit,5,True
692,brunt,5,True
693,brush,4,True
694,brute,4,False
695,bryon,5,True
696,bryum,4,True
697,buddy,4,True
698,budge,3,False
699,bueno,3,False
700,buffo,3,True
701,buggy,4,True
702,bugle,4,False
703,build,4,True
704,built,5,True
705,bulge,4,False
706,bulky,5,True
707,bulla,4,False
708,bulls,5,True
709,bully,6,True
710,bumps,4,True
711,bumpy,5,True
712,bunas,4,False
713,bunch,4,True
714,bunco,3,True
715,bunko,4,True
716,bunny,5,True
717,burgh,4,True
718,burin,4,True
719,burke,3,False
720,burly,6,True
721,burnt,5,True
722,burro,5,True
723,bursa,4,False
724,burst,4,True
725,busby,5,True
726,busch,5,True
727,bushy,3,False
728,butch,4,True
729,butea,4,False
730,buteo,4,False
731,butte,4,False
732,butut,5,True
733,butyl,5,True
734,buxom,5,True
735,buxus,4,True
736,buyer,4,False
737,bylaw,5,False
738,byron,6,True
739,byssa,5,False
740,byway,5,False
741,cabal,3,False
742,caber,3,False
743,cabin,3,False
744,cable,3,False
745,cacao,4,False
746,cache,4,False
747,cachi,3,False
748,cacus,6,False
749,caddo,4,False
750,caddy,5,False
751,cader,3,False
752,cadet,4,False
753,cadge,3,False
754,cadit,3,False
755,cadiz,4,False
756,cadra,3,False
757,cadre,3,False
758,caeca,4,False
759,caelo,4,False
760,caeur,4,False
761,cagey,3,False
762,cahot,4,False
763,cairn,3,False
764,cairo,4,False
765,cajun,4,False
766,cakes,4,False
767,calbe,4,False
768,calla,6,False
769,calls,5,False
770,calms,5,False
771,calva,6,False
772,calve,4,False
773,calyx,7,False
774,camas,5,False
775,camel,3,False
776,cameo,4,False
777,cando,3,False
778,canal,4,False
779,canas,5,False
780,candy,4,False
781,canis,4,False
782,canna,6,False
783,canny,5,False
784,canoe,4,False
785,canon,4,False
786,canst,4,False
787,canto,3,False
788,canty,4,False
789,caper,5,False
790,capit,5,False
791,capon,4,False
792,capra,4,False
793,capri,3,False
794,caput,5,False
795,carat,6,False
796,cards,3,False
797,cares,5,False
798,caret,6,False
799,carex,7,False
800,cargo,3,False
801,carib,3,False
802,carle,3,False
803,carob,4,False
804,carol,4,False
805,carom,5,False
806,carpe,4,False
807,carre,7,False
808,carry,6,False
809,carta,7,False
810,carte,5,False
811,carum,4,False
812,carve,6,False
813,carya,6,False
814,carys,5,False
815,cased,4,False
816,caste,5,False
817,casus,7,False
818,catch,3,False
819,cater,6,False
820,cates,6,False
821,catty,6,False
822,cauda,5,False
823,caulk,4,False
824,causa,5,False
825,cause,6,False
826,cavia,5,False
827,cavil,4,False
828,cdrom,3,False
829,cease,3,False
830,cebus,3,False
831,cecal,4,False
832,cecum,6,False
833,cedar,3,False
834,ceiba,3,False
835,ceibo,3,False
836,cello,3,False
837,celom,3,False
838,celui,4,False
839,cento,4,False
840,ceras,5,False
841,ceres,4,False
842,ceric,6,False
843,cerni,4,False
844,certa,4,False
845,chafe,3,False
846,chaff,4,False
847,chain,3,False
848,chair,3,False
849,chait,4,False
850,chaja,7,False
851,chalk,3,False
852,champ,5,False
853,chant,3,False
854,chaos,6,False
855,chaps,6,False
856,chara,8,False
857,chard,3,False
858,charm,6,False
859,chart,8,False
860,chary,9,False
861,chase,3,False
862,chasm,7,False
863,cheap,4,False
864,cheat,5,False
865,check,3,False
866,cheek,4,False
867,cheep,5,False
868,cheer,4,False
869,chela,3,False
870,chere,6,False
871,chert,4,False
872,chess,5,False
873,chest,5,False
874,chewa,4,False
875,chewy,6,False
876,chian,3,False
877,chick,4,False
878,chide,3,False
879,chief,3,False
880,chien,3,False
881,child,3,False
882,chile,3,False
883,chili,5,False
884,chill,6,False
885,chime,4,False
886,china,3,False
887,chine,3,False
888,chink,3,False
889,chino,4,False
890,chios,3,False
891,chips,4,False
892,chirp,4,False
893,chirr,5,False
894,chloe,4,False
895,chock,4,False
896,choir,4,False
897,choix,5,False
898,choke,3,False
899,choky,4,False
900,chomp,3,False
901,chops,3,False
902,chord,3,False
903,chore,4,False
904,chose,5,False
905,choux,5,False
906,chuck,4,False
907,chufa,3,False
908,chuff,5,False
909,chump,4,False
910,chunk,4,False
911,churl,6,False
912,churn,5,False
913,churr,7,False
914,chute,5,False
915,chyle,4,False
916,chyme,5,False
917,cicer,5,False
918,cider,4,False
919,cigar,3,False
920,cigit,4,False
921,cilia,4,False
922,cimex,3,False
923,cinch,6,True
924,circa,3,False
925,circe,3,False
926,cisco,4,True
927,civet,4,False
928,civic,6,False
929,civil,4,False
930,civis,5,False
931,clack,5,True
932,clade,3,False
933,claim,4,False
934,clamp,3,False
935,clang,3,False
936,clank,4,False
937,claro,4,False
938,clary,5,False
939,clash,3,False
940,clasp,4,False
941,class,6,False
942,claws,5,False
943,clean,4,False
944,clear,5,False
945,cleat,6,False
946,cleft,3,False
947,clepe,4,False
948,clerk,3,False
949,clich,3,True
950,click,4,True
951,cliff,3,False
952,climb,3,False
953,clime,3,False
954,cline,4,False
955,cling,3,False
956,clink,4,False
957,cloak,3,False
958,clock,4,True
959,clone,4,False
960,close,5,False
961,cloth,3,False
962,cloud,4,False
963,clout,4,False
964,clove,6,False
965,clown,3,False
966,cluck,5,True
967,clump,3,False
968,coach,5,True
969,coaid,3,False
970,coals,4,False
971,coast,5,False
972,coati,3,False
973,coats,6,False
974,cobia,4,False
975,coble,3,False
976,cobol,3,False
977,cobra,3,False
978,cocka,4,False
979,cocky,4,False
980,cocoa,7,False
981,cocos,5,False
982,cocus,5,False
983,codem,3,False
984,codex,4,False
985,codon,3,False
986,coelo,3,False
987,coeur,3,False
988,cohue,4,False
989,coign,4,False
990,coins,4,False
991,coles,4,False
992,colic,4,False
993,colon,4,False
994,color,5,False
995,colza,4,False
996,comae,3,False
997,combe,3,False
998,combo,3,False
999,comer,4,False
1000,comes,5,False
1001,comet,6,False
1002,comic,6,False
1003,comma,6,False
1004,comme,5,False
1005,comon,5,False
1006,compo,5,False
1007,compt,5,False
1008,conch,6,True
1009,coney,4,False
1010,conga,3,False
1011,conge,3,False
1012,congo,4,False
1013,conic,6,False
1014,connu,5,False
1015,conoy,6,False
1016,conte,4,False
1017,conto,5,False
1018,cooks,4,False
1019,cooky,5,False
1020,coold,4,False
1021,cooly,4,False
1022,coons,4,False
1023,copal,4,False
1024,coper,5,False
1025,copia,4,False
1026,copra,4,False
1027,copse,4,False
1028,coral,5,False
1029,coram,4,False
1030,corda,3,False
1031,cords,4,False
1032,corgi,3,False
1033,corno,5,False
1034,cornu,4,False
1035,corps,4,False
1036,corse,5,False
1037,corso,4,False
1038,corto,5,False
1039,cosey,6,False
1040,costa,5,False
1041,costs,4,False
1042,cotta,6,False
1043,couch,6,True
1044,cough,3,False
1045,could,3,False
1046,count,6,False
1047,coupe,5,False
1048,court,3,False
1049,coute,6,False
1050,couth,4,False
1051,coven,4,False
1052,cover,6,False
1053,covet,5,False
1054,covey,6,False
1055,covin,4,False
1056,cower,7,False
1057,coyly,5,False
1058,coyol,5,False
1059,coypu,6,False
1060,cozen,5,False
1061,crabs,3,False
1062,crack,6,True
1063,craft,4,False
1064,craig,3,False
1065,crake,3,False
1066,cramp,4,False
1067,crane,4,False
1068,crank,4,False
1069,crape,5,False
1070,craps,4,False
1071,crash,4,False
1072,crass,5,False
1073,crate,6,False
1074,crave,7,False
1075,crawl,5,False
1076,craze,8,False
1077,crazy,5,False
1078,creak,5,False
1079,cream,6,False
1080,creat,7,False
1081,crecy,6,False
1082,crede,4,False
1083,credo,3,False
1084,creed,4,False
1085,creek,4,False
1086,creel,4,False
1087,creep,5,False
1088,creme,6,False
1089,crepe,7,False
1090,cress,6,False
1091,crest,5,False
1092,crete,6,False
1093,crick,5,True
1094,crier,4,False
1095,crime,3,False
1096,crimp,4,False
1097,crisp,5,False
1098,crith,3,False
1099,crius,5,False
1100,croak,4,False
1101,croat,4,False
1102,crock,5,True
1103,croft,3,False
1104,crone,4,False
1105,crony,6,False
1106,crook,4,False
1107,croon,5,False
1108,crore,4,False
1109,cross,6,False
1110,croup,3,False
1111,crowd,3,False
1112,crown,5,False
1113,crows,6,False
1114,crude,4,False
1115,cruel,4,False
1116,cruet,4,False
1117,crumb,3,False
1118,crump,3,False
1119,cruse,4,False
1120,crush,3,False
1121,crust,4,False
1122,crypt,4,False
1123,csako,4,False
1124,ctene,4,False
1125,cuban,4,False
1126,cubby,3,False
1127,cubeb,3,False
1128,cubic,4,False
1129,cubit,4,False
1130,cuddy,4,False
1131,culex,5,False
1132,cully,4,False
1133,culpa,4,False
1134,cumin,4,False
1135,cupid,4,False
1136,cuppa,4,False
1137,cured,3,False
1138,curer,5,False
1139,curia,4,False
1140,curie,4,False
1141,curio,4,False
1142,curly,4,False
1143,curry,3,False
1144,cursd,3,False
1145,curse,5,False
1146,curve,5,False
1147,curvy,5,False
1148,cushy,3,False
1149,cutin,5,False
1150,cutch,4,True
1151,cycad,4,False
1152,cycas,4,False
1153,cycle,5,False
1154,cygne,4,False
1155,cynic,5,False
1156,czech,3,False
1157,dabri,3,False
1158,dacca,3,False
1159,dacha,3,False
1160,daddy,7,False
1161,daeva,5,False
1162,daffy,3,False
1163,dagan,4,False
1164,dagda,5,False
1165,dagga,6,False
1166,dagon,4,False
1167,daily,4,False
1168,dairy,4,False
1169,daisy,5,False
1170,dakar,4,False
1171,dalal,6,False
1172,dalea,5,False
1173,dalle,4,False
1174,dally,5,False
1175,dames,4,False
1176,damon,4,False
1177,danae,5,False
1178,dance,3,False
1179,dandi,6,False
1180,dandy,5,False
1181,dante,4,False
1182,daraf,3,False
1183,darby,3,False
1184,darky,4,False
1185,darts,5,False
1186,dated,6,False
1187,datum,4,False
1188,daube,3,False
1189,daunt,5,False
1190,david,6,False
1191,davit,5,False
1192,davus,4,False
1193,dawns,5,False
1194,dazed,7,False
1195,deads,3,True
1196,death,2,True
1197,debar,3,False
1198,debit,3,False
1199,debts,3,False
1200,debut,4,False
1201,decal,3,False
1202,decay,4,False
1203,decet,6,False
1204,decit,4,False
1205,decks,4,False
1206,decoy,4,False
1207,decry,5,False
1208,dedit,5,True
1209,deeds,5,True
1210,defer,4,True
1211,defie,3,True
1212,deify,3,True
1213,deign,3,True
1214,deism,4,True
1215,deist,5,True
1216,deity,4,True
1217,deker,5,True
1218,dekko,4,True
1219,delay,4,False
1220,delft,3,True
1221,delhi,3,False
1222,delta,4,False
1223,delve,4,True
1224,demel,4,True
1225,demon,3,True
1226,demos,4,True
1227,demur,4,True
1228,denim,4,True
1229,dense,5,True
1230,dents,4,True
1231,depee,5,True
1232,depot,4,True
1233,depth,3,True
1234,derby,4,False
1235,derri,4,True
1236,derry,6,True
1237,desto,5,True
1238,detat,4,False
1239,deter,6,True
1240,detox,5,True
1241,detre,5,True
1242,deuce,4,True
1243,devel,4,True
1244,devex,6,True
1245,devil,3,True
1246,devon,4,True
1247,dewan,4,False
1248,dewey,7,True
1249,dhawa,4,False
1250,dheur,3,False
1251,dhobi,3,False
1252,dhole,3,False
1253,dhote,4,False
1254,dhoti,3,False
1255,diana,3,True
1256,diary,4,True
1257,diazo,4,True
1258,dicen,3,False
1259,dicer,4,False
1260,dicis,5,False
1261,dicky,3,False
1262,dicot,3,False
1263,dicta,4,False
1264,dicto,4,False
1265,dictu,4,False
1266,dight,3,False
1267,digit,4,True
1268,dildo,4,True
1269,dilly,5,True
1270,dimer,4,False
1271,dimes,4,False
1272,dimly,4,True
1273,diner,5,False
1274,dingo,3,True
1275,dingy,3,True
1276,dinka,3,False
1277,dinky,4,True
1278,diode,3,False
1279,dioon,3,True
1280,dipus,4,True
1281,dirca,3,False
1282,dirge,3,False
1283,dirty,3,True
1284,disce,3,False
1285,disco,3,True
1286,dishy,4,False
1287,ditch,3,True
1288,ditto,5,True
1289,ditty,5,True
1290,divan,4,False
1291,diver,6,False
1292,dives,5,False
1293,divot,4,True
1294,divvy,6,True
1295,dixie,5,False
1296,dixit,5,True
1297,dizen,4,False
1298,dizzy,7,True
1299,dobra,4,False
1300,doces,5,False
1301,docet,6,False
1302,dodge,4,False
1303,doeil,4,False
1304,doesn,4,False
1305,doggo,4,True
1306,dogie,3,False
1307,dogma,3,False
1308,doily,4,True
1309,doing,3,True
1310,dolce,3,False
1311,dolly,4,True
1312,dolor,4,True
1313,domed,4,False
1314,domum,5,True
1315,donar,3,False
1316,donec,4,False
1317,donee,5,False
1318,donna,4,False
1319,donne,6,False
1320,donor,4,True
1321,dooly,4,True
1322,doors,3,True
1323,doped,4,False
1324,doric,3,False
1325,doris,3,True
1326,dosed,6,False
1327,dotty,5,True
1328,doubt,3,False
1329,dough,2,True
1330,douse,5,False
1331,dover,4,False
1332,doves,5,False
1333,dowdy,5,True
1334,dowel,4,False
1335,dower,5,False
1336,downs,4,True
1337,downy,4,True
1338,dowry,3,True
1339,dowse,6,False
1340,doyen,5,False
1341,dozen,6,False
1342,dphil,3,False
1343,draba,3,False
1344,draco,2,True
1345,draff,4,True
1346,draft,3,True
1347,drain,3,True
1348,drake,3,False
1349,drama,4,True
1350,drame,4,False
1351,drape,5,False
1352,drawl,3,True
1353,drawn,4,True
1354,dread,6,False
1355,dream,4,False
1356,dreck,3,False
1357,dregs,3,False
1358,dress,4,False
1359,dried,4,False
1360,drier,4,False
1361,drift,3,True
1362,drill,6,True
1363,drily,5,True
1364,drink,4,True
1365,drive,5,False
1366,droil,3,True
1367,droit,4,True
1368,drole,3,False
1369,droll,5,True
1370,drone,4,False
1371,drony,4,True
1372,drool,6,True
1373,droop,5,True
1374,dropp,5,True
1375,drops,4,True
1376,dross,5,True
1377,drove,5,False
1378,drown,6,True
1379,drugs,3,True
1380,druid,4,True
1381,drums,4,True
1382,drunk,4,True
1383,drupe,4,False
1384,dryad,3,False
1385,dryas,5,False
1386,dryer,5,False
1387,ducal,4,False
1388,ducat,4,False
1389,duchy,3,False
1390,ducks,3,False
1391,dukes,4,False
1392,dulce,3,False
1393,dulia,4,False
1394,dully,5,True
1395,dulse,5,False
1396,dummy,6,True
1397,dumps,4,True
1398,dumpy,4,True
1399,dunce,4,False
1400,duped,5,False
1401,duple,4,False
1402,dural,4,False
1403,durga,3,False
1404,durio,4,True
1405,durra,4,False
1406,durum,4,True
1407,dusky,4,True
1408,dusty,5,True
1409,dutch,3,True
1410,duval,5,False
1411,dwarf,4,True
1412,dwell,4,False
1413,dyaus,5,True
1414,dying,3,True
1415,dylan,4,False
1416,eager,7,False
1417,eagle,4,False
1418,eagre,4,False
1419,eared,4,False
1420,early,5,False
1421,earth,3,False
1422,easel,6,False
1423,eaten,7,False
1424,eater,8,False
1425,eaves,7,False
1426,eblis,3,False
1427,ebony,5,False
1428,eclat,5,False
1429,edema,5,False
1430,edged,4,False
1431,edger,4,False
1432,edict,3,False
1433,edify,3,False
1434,edile,4,False
1435,educe,4,False
1436,educt,3,False
1437,eerie,5,True
1438,eggar,4,False
1439,egret,4,False
